time_s,x_mm,y_mm,z_mm,velocity_mms,acceleration_mms2
5.5486,2.9985,0.0000,-0.1575,0.9714,-1.2560
5.5700,3.0196,0.0000,-0.1575,0.9891,0.8287
5.5909,3.0406,0.0000,-0.1575,1.0023,0.6297
5.6120,3.0614,0.0000,-0.1575,0.9869,-0.7322
5.6334,3.0820,0.0000,-0.1575,0.9619,-1.1657
5.6545,3.1030,0.0000,-0.1575,0.9953,1.5826
5.6759,3.1239,0.0000,-0.1575,0.9762,-0.8963
5.6975,3.1448,0.0000,-0.1575,0.9672,-0.4163
5.7186,3.1660,0.0000,-0.1575,1.0035,1.7191
5.7397,3.1869,0.0000,-0.1575,0.9890,-0.6903
5.7614,3.2076,0.0000,-0.1575,0.9571,-1.4729
5.7830,3.2288,0.0000,-0.1575,0.9819,1.1501
5.8046,3.2500,0.0000,-0.1575,0.9827,0.0384
5.8258,3.2713,0.0000,-0.1575,1.0043,1.0182
5.8472,3.2922,0.0000,-0.1575,0.9722,-1.4917
5.8687,3.3132,0.0000,-0.1575,0.9809,0.4035
5.8900,3.3343,0.0000,-0.1575,0.9907,0.4605
5.9115,3.3553,0.0000,-0.1575,0.9723,-0.8530
5.9328,3.3766,0.0000,-0.1575,1.0037,1.4794
5.9540,3.3974,0.0000,-0.1575,0.9790,-1.1605
5.9751,3.4185,0.0000,-0.1575,1.0034,1.1588
5.9966,3.4390,0.0000,-0.1575,0.9510,-2.4384
6.0178,3.4600,0.0000,-0.1575,0.9938,2.0245
6.0386,3.4809,0.0000,-0.1575,1.0027,0.4257
6.0598,3.5015,0.0000,-0.1575,0.9711,-1.4899
6.0812,3.5222,0.0000,-0.1575,0.9664,-0.2183
6.1031,3.5433,0.0000,-0.1575,0.9680,0.0734
6.1245,3.5647,0.0000,-0.1575,0.9957,1.2919
6.1456,3.5859,0.0000,-0.1575,1.0036,0.3730
6.1672,3.6066,0.0000,-0.1575,0.9629,-1.8933
6.1883,3.6277,0.0000,-0.1575,0.9979,1.6578
6.2096,3.6486,0.0000,-0.1575,0.9791,-0.8831
6.2312,3.6695,0.0000,-0.1575,0.9694,-0.4496
6.2527,3.6907,0.0000,-0.1575,0.9857,0.7538
6.2742,3.7119,0.0000,-0.1575,0.9869,0.0587
6.2956,3.7329,0.0000,-0.1575,0.9802,-0.3148
6.3170,3.7541,0.0000,-0.1575,0.9923,0.5670
6.3386,3.7751,0.0000,-0.1575,0.9730,-0.8903
6.3607,3.7963,0.0000,-0.1575,0.9595,-0.6127
6.3820,3.8179,0.0000,-0.1575,1.0127,2.4962
6.4034,3.8389,0.0000,-0.1575,0.9841,-1.3398
6.4244,3.8600,0.0000,-0.1575,1.0006,0.7850
6.4458,3.8808,0.0000,-0.1575,0.9731,-1.2865
6.4671,3.9018,0.0000,-0.1575,0.9820,0.4127
6.4884,3.9227,0.0000,-0.1575,0.9826,0.0317
6.5102,3.9436,0.0000,-0.1575,0.9591,-1.0806
6.5319,3.9650,0.0000,-0.1575,0.9885,1.3572
6.5531,3.9863,0.0000,-0.1575,1.0025,0.6587
6.5746,4.0073,0.0000,-0.1575,0.9796,-1.0647
6.5958,4.0283,0.0000,-0.1575,0.9919,0.5785
6.6173,4.0492,0.0000,-0.1575,0.9671,-1.1505
6.6385,4.0704,0.0000,-0.1575,1.0027,1.6827
6.6600,4.0913,0.0000,-0.1575,0.9686,-1.5795
6.6812,4.1123,0.0000,-0.1575,0.9942,1.2075
6.7024,4.1332,0.0000,-0.1575,0.9855,-0.4125
6.7242,4.1540,0.0000,-0.1575,0.9539,-1.4454
6.7457,4.1754,0.0000,-0.1575,0.9925,1.7931
6.7670,4.1966,0.0000,-0.1575,0.9976,0.2367
6.7881,4.2176,0.0000,-0.1575,0.9936,-0.1875
6.8094,4.2384,0.0000,-0.1575,0.9769,-0.7820
6.8308,4.2593,0.0000,-0.1575,0.9787,0.0829
6.8522,4.2802,0.0000,-0.1575,0.9759,-0.1294
6.8733,4.3013,0.0000,-0.1575,1.0004,1.1560
6.8950,4.3221,0.0000,-0.1575,0.9602,-1.8535
6.9161,4.3434,0.0000,-0.1575,1.0076,2.2436
6.9378,4.3641,0.0000,-0.1575,0.9530,-2.5114
6.9592,4.3855,0.0000,-0.1575,0.9974,2.0745
6.9808,4.4065,0.0000,-0.1575,0.9766,-0.9634
7.0024,4.4277,0.0000,-0.1575,0.9809,0.1982
7.0234,4.4489,0.0000,-0.1575,1.0096,1.3692
7.0448,4.4697,0.0000,-0.1575,0.9721,-1.7518
7.0665,4.4907,0.0000,-0.1575,0.9656,-0.3016
7.0883,4.5119,0.0000,-0.1575,0.9729,0.3371
7.1098,4.5334,0.0000,-0.1575,1.0020,1.3532
7.1311,4.5545,0.0000,-0.1575,0.9905,-0.5408
7.1529,4.5755,0.0000,-0.1575,0.9631,-1.2540
7.1738,4.5969,0.0000,-0.1575,1.0234,2.8943
7.1953,4.6175,0.0000,-0.1575,0.9578,-3.0429
7.2165,4.6386,0.0000,-0.1575,0.9978,1.8931
7.2379,4.6595,0.0000,-0.1575,0.9723,-1.1880
7.2590,4.6805,0.0000,-0.1575,0.9976,1.1973
7.2805,4.7014,0.0000,-0.1575,0.9728,-1.1540
7.3019,4.7224,0.0000,-0.1575,0.9786,0.2683
7.3232,4.7435,0.0000,-0.1575,0.9939,0.7192
7.3445,4.7645,0.0000,-0.1575,0.9815,-0.5797
7.3661,4.7854,0.0000,-0.1575,0.9680,-0.6262
7.3878,4.8066,0.0000,-0.1575,0.9793,0.5201
7.4090,4.8279,0.0000,-0.1575,1.0059,1.2600
7.4299,4.8488,0.0000,-0.1575,0.9983,-0.3661
7.4512,4.8694,0.0000,-0.1575,0.9672,-1.4600
