time_s,x_mm,y_mm,z_mm,velocity_mms,acceleration_mms2
1.6499,0.0000,0.0000,0.0000,0.0150,1.5238
1.6713,0.0000,0.0000,-0.0003,0.0150,1.5238
1.6928,0.0000,0.0000,-0.0013,0.0477,1.5238
1.7144,0.0000,0.0000,-0.0033,0.0909,2.0013
1.7359,0.0000,0.0000,-0.0062,0.1334,1.9703
1.7572,0.0000,0.0000,-0.0100,0.1774,2.0678
1.7788,0.0000,0.0000,-0.0146,0.2127,1.6350
1.8003,0.0000,0.0000,-0.0202,0.2622,2.3034
1.8219,0.0000,0.0000,-0.0267,0.3007,1.7852
1.8436,0.0000,0.0000,-0.0341,0.3404,1.8286
1.8655,0.0000,0.0000,-0.0424,0.3805,1.8250
1.8868,0.0000,0.0000,-0.0519,0.4478,3.1722
1.9088,0.0000,0.0000,-0.0619,0.4539,0.2767
1.9307,0.0000,0.0000,-0.0732,0.5135,2.7128
1.9527,0.0000,0.0000,-0.0849,0.5330,0.8873
1.9744,0.0000,0.0000,-0.0961,0.5165,-0.7578
1.9956,0.0000,0.0000,-0.1063,0.4794,-1.7482
2.0173,0.0000,0.0000,-0.1154,0.4220,-2.6467
2.0392,0.0000,0.0000,-0.1237,0.3793,-1.9498
2.0609,0.0000,0.0000,-0.1311,0.3412,-1.7527
2.0833,0.0000,0.0000,-0.1377,0.2948,-2.0726
2.1058,0.0000,0.0000,-0.1434,0.2517,-1.9225
2.1278,0.0000,0.0000,-0.1481,0.2143,-1.6933
2.1494,0.0000,0.0000,-0.1518,0.1699,-2.0577
2.1706,0.0000,0.0000,-0.1545,0.1288,-1.9384
2.1922,0.0000,0.0000,-0.1563,0.0848,-2.0410
2.2137,0.0000,0.0000,-0.1572,0.0393,-2.1152
2.2352,0.0000,0.0000,-0.1574,0.0116,-1.2879
2.2566,0.0000,0.0000,-0.1575,0.0023,-0.4329
2.2780,0.0000,0.0000,-0.1575,0.0005,-0.0871
2.3016,0.0000,0.0000,-0.1575,0.0001,-0.0161
2.3233,0.0014,0.0000,-0.1575,0.0627,2.8833
2.3449,0.0071,0.0000,-0.1575,0.2652,9.4011
2.3663,0.0180,0.0000,-0.1575,0.5089,11.3793
2.3879,0.0342,0.0000,-0.1575,0.7523,11.2594
2.4098,0.0544,0.0000,-0.1575,0.9182,7.5663
2.4314,0.0757,0.0000,-0.1575,0.9889,3.2809
2.4526,0.0969,0.0000,-0.1575,0.9996,0.5032
2.4737,0.1178,0.0000,-0.1575,0.9903,-0.4374
2.4952,0.1386,0.0000,-0.1575,0.9693,-0.9781
2.5171,0.1597,0.0000,-0.1575,0.9626,-0.3061
2.5385,0.1811,0.0000,-0.1575,1.0025,1.8651
2.5605,0.2023,0.0000,-0.1575,0.9609,-1.8882
2.5820,0.2238,0.0000,-0.1575,0.9993,1.7831
2.6038,0.2451,0.0000,-0.1575,0.9767,-1.0380
2.6251,0.2665,0.0000,-0.1575,1.0056,1.3599
2.6468,0.2874,0.0000,-0.1575,0.9610,-2.0483
2.6681,0.3087,0.0000,-0.1575,1.0024,1.9454
2.6896,0.3297,0.0000,-0.1575,0.9769,-1.1848
2.7112,0.3508,0.0000,-0.1575,0.9776,0.0322
2.7323,0.3720,0.0000,-0.1575,1.0034,1.2221
2.7542,0.3928,0.0000,-0.1575,0.9493,-2.4703
2.7757,0.4143,0.0000,-0.1575,1.0041,2.5598
2.7974,0.4354,0.0000,-0.1575,0.9716,-1.4996
2.8189,0.4568,0.0000,-0.1575,0.9931,1.0015
2.8403,0.4778,0.0000,-0.1575,0.9851,-0.3755
2.8617,0.4989,0.0000,-0.1575,0.9824,-0.1236
2.8831,0.5200,0.0000,-0.1575,0.9882,0.2701
2.9042,0.5411,0.0000,-0.1575,0.9977,0.4516
2.9254,0.5619,0.0000,-0.1575,0.9831,-0.6944
2.9473,0.5826,0.0000,-0.1575,0.9440,-1.7802
2.9690,0.6041,0.0000,-0.1575,0.9930,2.2612
2.9904,0.6255,0.0000,-0.1575,0.9955,0.1166
3.0117,0.6465,0.0000,-0.1575,0.9894,-0.2828
3.0338,0.6675,0.0000,-0.1575,0.9492,-1.8247
3.0552,0.6891,0.0000,-0.1575,1.0087,2.7766
3.0773,0.7103,0.0000,-0.1575,0.9573,-2.3231
3.0987,0.7319,0.0000,-0.1575,1.0112,2.5229
3.1198,0.7531,0.0000,-0.1575,1.0046,-0.3117
3.1416,0.7738,0.0000,-0.1575,0.9527,-2.3835
3.1635,0.7951,0.0000,-0.1575,0.9705,0.8124
3.1852,0.8166,0.0000,-0.1575,0.9926,1.0177
3.2065,0.8380,0.0000,-0.1575,1.0022,0.4513
3.2276,0.8590,0.0000,-0.1575,0.9956,-0.3149
3.2494,0.8799,0.0000,-0.1575,0.9563,-1.8016
3.2707,0.9012,0.0000,-0.1575,1.0007,2.0890
3.2923,0.9222,0.0000,-0.1575,0.9703,-1.4088
3.3137,0.9434,0.0000,-0.1575,0.9922,1.0246
3.3348,0.9644,0.0000,-0.1575,0.9978,0.2675
3.3561,0.9852,0.0000,-0.1575,0.9772,-0.9713
3.3777,1.0061,0.0000,-0.1575,0.9677,-0.4419
3.3995,1.0273,0.0000,-0.1575,0.9727,0.2326
3.4209,1.0487,0.0000,-0.1575,0.9974,1.1500
3.4428,1.0697,0.0000,-0.1575,0.9630,-1.5703
3.4642,1.0912,0.0000,-0.1575,1.0016,1.8002
3.4860,1.1124,0.0000,-0.1575,0.9731,-1.3087
3.5074,1.1338,0.0000,-0.1575,0.9992,1.2176
3.5286,1.1548,0.0000,-0.1575,0.9918,-0.3482
3.5500,1.1758,0.0000,-0.1575,0.9766,-0.7081
3.5714,1.1968,0.0000,-0.1575,0.9810,0.2081
3.5928,1.2178,0.0000,-0.1575,0.9881,0.3305
3.6142,1.2388,0.0000,-0.1575,0.9795,-0.4026
3.6357,1.2598,0.0000,-0.1575,0.9796,0.0086
3.6571,1.2810,0.0000,-0.1575,0.9887,0.4255
3.6785,1.3024,0.0000,-0.1575,0.9954,0.3081
3.6996,1.3232,0.0000,-0.1575,0.9872,-0.3877
3.7212,1.3440,0.0000,-0.1575,0.9654,-1.0111
3.7427,1.3650,0.0000,-0.1575,0.9788,0.6249
3.7644,1.3862,0.0000,-0.1575,0.9730,-0.2695
3.7855,1.4075,0.0000,-0.1575,1.0098,1.7473
3.8077,1.4284,0.0000,-0.1575,0.9420,-3.0569
3.8292,1.4499,0.0000,-0.1575,1.0009,2.7377
3.8503,1.4712,0.0000,-0.1575,1.0067,0.2768
3.8716,1.4921,0.0000,-0.1575,0.9819,-1.1663
3.8935,1.5130,0.0000,-0.1575,0.9532,-1.3077
3.9147,1.5344,0.0000,-0.1575,1.0107,2.7165
3.9362,1.5553,0.0000,-0.1575,0.9711,-1.8391
3.9580,1.5765,0.0000,-0.1575,0.9728,0.0803
3.9792,1.5979,0.0000,-0.1575,1.0099,1.7538
4.0011,1.6188,0.0000,-0.1575,0.9563,-2.4543
4.0228,1.6402,0.0000,-0.1575,0.9849,1.3170
4.0442,1.6615,0.0000,-0.1575,0.9930,0.3805
4.0654,1.6827,0.0000,-0.1575,1.0012,0.3864
4.0868,1.7036,0.0000,-0.1575,0.9772,-1.1239
4.1082,1.7246,0.0000,-0.1575,0.9823,0.2407
4.1303,1.7455,0.0000,-0.1575,0.9439,-1.7365
4.1518,1.7672,0.0000,-0.1575,1.0096,3.0583
4.1733,1.7884,0.0000,-0.1575,0.9893,-0.9461
4.1947,1.8095,0.0000,-0.1575,0.9849,-0.2041
4.2166,1.8306,0.0000,-0.1575,0.9649,-0.9165
4.2381,1.8520,0.0000,-0.1575,0.9954,1.4189
4.2599,1.8733,0.0000,-0.1575,0.9768,-0.8559
4.2818,1.8947,0.0000,-0.1575,0.9746,-0.1016
4.3034,1.9161,0.0000,-0.1575,0.9915,0.7804
4.3252,1.9375,0.0000,-0.1575,0.9825,-0.4141
4.3475,1.9589,0.0000,-0.1575,0.9552,-1.2200
4.3690,1.9807,0.0000,-0.1575,1.0175,2.8998
4.3904,2.0020,0.0000,-0.1575,0.9965,-0.9831
4.4117,2.0230,0.0000,-0.1575,0.9854,-0.5238
4.4328,2.0440,0.0000,-0.1575,0.9981,0.6049
4.4542,2.0648,0.0000,-0.1575,0.9679,-1.4091
4.4757,2.0858,0.0000,-0.1575,0.9771,0.4306
4.4969,2.1068,0.0000,-0.1575,0.9917,0.6857
4.5181,2.1278,0.0000,-0.1575,0.9891,-0.1203
4.5398,2.1489,0.0000,-0.1575,0.9727,-0.7563
4.5611,2.1699,0.0000,-0.1575,0.9895,0.7904
4.5825,2.1909,0.0000,-0.1575,0.9753,-0.6609
4.6038,2.2119,0.0000,-0.1575,0.9916,0.7688
4.6247,2.2329,0.0000,-0.1575,0.9992,0.3620
4.6461,2.2535,0.0000,-0.1575,0.9687,-1.4296
