time_s,cx_px,cy_px,tx_mm,ty_mm,tz_mm
9.8274,406.00,159.00,193.6749,2.5185,30.0166
9.8912,407.75,159.00,195.4379,2.5185,29.7713
9.9558,410.00,158.50,197.7045,3.0222,30.0083
10.0192,411.50,159.00,199.2156,2.5185,30.0083
10.0833,413.00,159.00,200.7268,2.5185,30.0166
10.1474,415.00,158.50,202.7416,3.0222,30.0083
10.2275,417.00,158.50,204.7564,3.0222,30.0083
10.2915,418.50,158.50,206.2675,3.0222,30.0167
10.3554,420.00,158.75,207.7786,2.7704,29.7708
10.4196,421.50,158.50,209.2898,3.0222,30.0167
10.4833,421.50,158.50,209.2898,3.0222,30.0167
10.5474,421.50,158.50,209.2898,3.0222,30.0167
10.6279,422.00,158.50,209.7935,3.0222,30.0083
10.6914,422.00,158.50,209.7935,3.0222,30.0083
10.7556,422.50,158.25,210.2972,3.2741,30.2701
10.8192,423.00,158.00,210.8009,3.5259,30.5083
10.8834,423.00,158.00,210.8009,3.5259,30.0166
10.9476,423.25,158.00,211.0527,3.5259,30.2869
11.0277,423.50,158.00,211.3046,3.5259,30.5164
11.0914,423.75,158.00,211.5564,3.5259,30.7622
11.1554,424.25,158.00,212.0601,3.5259,30.7622
11.2192,424.50,158.25,212.3120,3.2741,30.7701
11.2833,424.75,158.50,212.5638,3.0222,30.7701
11.3473,425.25,158.00,213.0676,3.5259,31.2620
11.4279,425.00,158.00,212.8157,3.5259,31.0161
11.4919,425.75,158.00,213.5713,3.5259,31.2620
11.5553,426.25,158.00,214.0750,3.5259,31.2620
11.6193,426.50,158.00,214.3268,3.5259,31.0081
11.6835,426.75,157.75,214.5787,3.7778,31.5239
11.7475,427.25,158.00,215.0824,3.5259,31.2695
11.8274,427.75,158.00,215.5861,3.5259,31.7695
11.8913,427.75,158.00,215.5861,3.5259,31.7695
11.9554,428.00,157.75,215.8379,3.7778,31.7695
12.0193,428.50,158.00,216.3416,3.5259,32.0078
12.0834,428.50,157.75,216.3416,3.7778,32.2616
12.1474,429.25,157.75,217.0972,3.7778,32.0238
12.2277,429.50,157.75,217.3491,3.7778,32.2616
12.2913,429.50,157.75,217.3491,3.7778,32.2616
12.3554,430.00,158.00,217.8528,3.5259,32.5078
12.4192,430.50,157.75,218.3565,3.7778,32.2616
12.4833,430.50,157.75,218.3565,3.7778,32.2616
12.5477,431.25,157.50,219.1120,4.0296,32.7689
12.6277,431.75,157.50,219.6157,4.0296,32.7538
12.6920,432.00,157.50,219.8676,4.0296,33.0076
12.7554,432.25,157.50,220.1194,4.0296,32.7845
12.8195,432.50,157.25,220.3713,4.2815,33.2690
12.8841,433.00,157.25,220.8750,4.2815,33.2613
12.9474,433.25,157.25,221.1268,4.2815,33.5076
13.0279,433.50,157.50,221.3787,4.0296,33.5076
13.0913,434.25,157.75,222.1343,3.7778,33.5223
13.1553,434.50,157.25,222.3861,4.2815,33.7611
13.2194,435.00,157.25,222.8898,4.2815,33.7684
13.2834,435.75,157.50,223.6454,4.0296,33.7755
13.3474,435.50,157.50,223.3935,4.0296,33.5076
13.4277,436.00,157.00,223.8972,4.5334,34.0147
13.4913,436.00,157.25,223.8972,4.2815,34.2684
13.5553,436.50,157.00,224.4009,4.5334,34.5145
13.6195,437.25,157.25,225.1565,4.2815,34.5215
13.6834,437.50,157.25,225.4083,4.2815,34.7678
13.7476,438.00,157.25,225.9120,4.2815,34.7608
13.8277,438.50,156.75,226.4158,4.7852,34.7678
13.8911,438.50,157.25,226.4158,4.2815,34.7678
13.9552,439.00,157.00,226.9195,4.5334,35.0143
14.0194,439.25,157.00,227.1713,4.5334,35.2606
14.0834,440.25,156.75,228.1787,4.7852,35.0210
14.1475,440.00,156.75,227.9269,4.7852,35.2752
14.2279,440.75,156.75,228.6824,4.7852,35.5209
14.2915,441.25,156.50,229.1861,5.0371,35.7605
14.3558,441.25,157.00,229.1861,4.5334,35.7673
14.4194,442.00,156.50,229.9417,5.0371,36.0208
14.4836,442.25,157.00,230.1936,4.5334,35.7673
14.5475,442.75,156.50,230.6973,5.0371,36.2603
14.6277,443.00,157.00,230.9491,4.5334,36.0278
14.6912,443.50,156.75,231.4528,4.7852,36.2603
14.7555,443.75,156.75,231.7047,4.7852,36.5204
14.8195,444.50,156.25,232.4602,5.2889,36.2879
14.8835,445.00,156.50,232.9639,5.0371,36.5270
14.9477,445.25,156.50,233.2158,5.0371,36.7669
15.0280,445.50,156.25,233.4676,5.2889,36.7808
15.0912,446.00,156.25,233.9713,5.2889,37.2600
15.1554,446.50,156.50,234.4751,5.0371,37.0270
15.2195,447.00,156.25,234.9788,5.2889,37.2600
15.2835,447.50,156.50,235.4825,5.0371,37.5068
15.3475,447.75,156.25,235.7343,5.2889,37.5202
15.4275,448.50,156.25,236.4899,5.2889,37.7600
15.4915,449.00,156.25,236.9936,5.2889,37.7664
15.5554,449.25,156.25,237.2454,5.2889,38.0201
15.6195,450.00,156.00,238.0010,5.5408,38.0263
15.6835,450.25,156.00,238.2528,5.5408,38.2599
15.7475,450.75,155.75,238.7565,5.7926,38.5193
15.8279,451.25,155.75,239.2603,5.7926,38.5196
15.8916,452.00,156.25,240.0158,5.2889,38.7597
15.9557,452.25,155.75,240.2677,5.7926,39.0189
16.0194,452.50,156.25,240.5195,5.2889,38.7660
16.0835,453.00,155.50,241.0232,6.0445,39.0321
16.1475,454.00,155.75,242.0306,5.7926,39.2844
16.2280,454.25,155.50,242.2825,6.0445,39.2785
16.2913,454.75,155.75,242.7862,5.7926,39.5188
16.3555,455.25,155.50,243.2899,6.0445,39.7595
16.4199,455.50,155.50,243.5417,6.0445,40.0125
16.4835,456.25,155.50,244.2973,6.0445,39.7660
16.5476,456.75,155.25,244.8010,6.2963,40.0184
16.6277,457.50,155.25,245.5566,6.2963,40.2836
16.6916,457.50,155.25,245.5566,6.2963,40.2720
16.7558,458.50,155.00,246.5640,6.5482,40.5367
16.8195,458.75,155.25,246.8158,6.2963,40.5187
16.8835,459.25,155.00,247.3195,6.5482,40.7714
16.9476,459.75,154.75,247.8233,6.8000,41.0186
17.0278,460.25,155.00,248.3270,6.5482,41.2591
17.0916,460.75,155.00,248.8307,6.5482,41.2713
17.1556,461.50,155.00,249.5862,6.5482,41.5120
17.2194,461.75,155.00,249.8381,6.5482,41.2887
17.2836,462.50,155.00,250.5936,6.5482,41.5238
17.3476,463.00,155.00,251.0973,6.5482,42.0238
17.4277,463.75,155.25,251.8529,6.2963,42.0179
17.4915,464.00,154.75,252.1048,6.8000,42.2765
17.5555,464.75,155.00,252.8603,6.5482,42.2649
17.6197,465.25,154.75,253.3640,6.8000,42.5178
17.6835,465.75,155.00,253.8677,6.5482,42.7704
17.7475,466.75,154.50,254.8751,7.0519,42.7764
17.8281,467.00,154.75,255.1270,6.8000,43.2703
17.8916,467.75,154.50,255.8826,7.0519,43.2587
17.9556,468.50,154.75,256.6381,6.8000,43.2759
18.0195,468.75,154.25,256.8900,7.3037,43.5174
18.0835,469.50,154.50,257.6455,7.0519,44.0114
18.1476,470.25,154.25,258.4011,7.3037,44.0173
18.2282,470.50,154.00,258.6529,7.5556,44.0284
18.2915,471.25,154.00,259.4085,7.5556,44.2758
18.3555,472.25,154.25,260.4159,7.3037,44.5167
18.4195,472.75,154.00,260.9196,7.5556,44.2869
18.4835,473.25,154.00,261.4233,7.5556,44.7695
18.5476,473.75,153.75,261.9270,7.8074,45.0169
18.6280,474.00,154.00,262.1789,7.5556,45.0111
18.6915,474.00,154.00,262.1789,7.5556,45.0111
18.7554,473.75,154.00,261.9270,7.5556,45.2694
18.8197,471.25,154.00,259.4085,7.5556,44.7695
18.8837,468.75,154.00,256.8900,7.5556,45.2694
18.9476,466.25,154.50,254.3714,7.0519,44.7752
19.0279,463.50,154.25,251.6010,7.3037,45.2747
19.0913,461.25,154.50,249.3344,7.0519,44.7752
19.1562,458.75,154.25,246.8158,7.3037,45.0167
19.2193,455.75,154.75,243.7936,6.8000,45.0169
19.2834,453.25,154.75,241.2751,6.8000,45.0280
19.3475,451.00,155.00,239.0084,6.5482,45.0111
19.4279,448.00,155.00,235.9862,6.5482,45.0111
19.4916,445.75,155.00,233.7195,6.5482,45.2694
19.5556,443.00,155.00,230.9491,6.5482,45.0111
19.6195,440.50,155.25,228.4306,6.2963,44.7752
19.6835,438.00,155.25,225.9120,6.2963,44.7748
19.7478,435.00,155.25,222.8898,6.2963,44.7748
19.8279,432.75,155.50,220.6231,6.0445,44.7752
19.8918,430.25,155.75,218.1046,5.7926,45.0167
19.9561,427.75,155.50,215.5861,6.0445,44.7752
20.0197,424.75,155.75,212.5638,5.7926,45.0169
20.0837,422.50,156.00,210.2972,5.5408,44.5112
20.1479,420.00,156.00,207.7786,5.5408,45.0111
20.2279,417.25,156.00,205.0083,5.5408,44.7695
20.2919,415.00,156.00,202.7416,5.5408,45.0111
20.3560,412.25,156.00,199.9712,5.5408,44.7695
20.4193,410.00,156.25,197.7045,5.2889,44.7584
20.4837,407.25,156.50,194.9341,5.0371,44.7752
20.5477,404.50,156.50,192.1638,5.0371,45.0222
20.6278,402.00,156.75,189.6452,4.7852,44.7642
20.6916,399.25,156.50,186.8748,5.0371,44.7752
20.7561,397.00,157.00,184.6082,4.5334,45.0111
20.8200,394.50,156.75,182.0896,4.7852,44.7639
20.8833,391.75,157.25,179.3193,4.2815,45.0164
20.9476,389.00,156.75,176.5489,4.7852,44.7584
21.0279,386.50,157.25,174.0303,4.2815,44.7639
21.0916,384.00,157.00,171.5118,4.5334,45.0111
21.1556,381.50,157.25,168.9933,4.2815,44.7639
21.2195,378.75,157.50,166.2229,4.0296,44.7639
21.2836,376.50,157.50,163.9562,4.0296,44.5283
21.3476,373.75,158.00,161.1859,3.5259,44.7807
21.4286,371.25,157.50,158.6673,4.0296,44.7752
21.4916,368.25,157.75,155.6451,3.7778,45.0168
21.5569,366.50,157.75,153.8821,3.7778,44.7639
21.6203,363.50,158.00,150.8599,3.5259,45.0056
21.6843,361.25,158.00,148.5932,3.5259,44.7584
21.7476,358.50,158.00,145.8228,3.5259,45.0056
21.8276,356.00,158.25,143.3043,3.2741,44.7584
21.8916,353.50,158.00,140.7858,3.5259,45.0056
21.9557,350.75,158.50,138.0154,3.0222,44.7639
22.0196,348.50,158.50,135.7487,3.0222,44.5283
22.0836,345.75,158.50,132.9783,3.0222,44.7752
22.1480,343.25,158.50,130.4598,3.0222,44.7752
22.2275,340.50,158.75,127.6894,2.7704,44.7697
22.2916,338.00,159.25,125.1709,2.2667,44.7693
22.3557,335.50,159.00,122.6524,2.5185,45.0056
22.4197,332.75,159.25,119.8820,2.2667,44.5168
22.4837,330.50,159.00,117.6153,2.5185,45.0056
22.5477,327.75,159.25,114.8449,2.2667,44.5168
22.6284,325.50,159.00,112.5782,2.5185,45.0056
22.6917,323.00,159.50,110.0597,2.0148,44.5338
22.7556,320.50,159.25,107.5412,2.2667,44.7697
22.8197,317.50,159.75,104.5190,1.7630,44.7697
22.8836,315.50,159.75,102.5041,1.7630,44.7752
22.9483,312.75,160.00,99.7337,1.5111,44.7584
23.0284,310.00,159.75,96.9634,1.7630,44.7695
23.0917,307.75,160.00,94.6967,1.5111,44.7584
23.1557,305.00,159.75,91.9263,1.7630,44.7695
23.2198,302.75,160.00,89.6596,1.5111,44.7584
23.2836,299.75,160.00,86.6374,1.5111,44.7584
23.3479,297.00,160.25,83.8670,1.2593,44.7695
23.4280,294.75,160.00,81.6003,1.5111,44.7584
23.4916,292.00,160.25,78.8300,1.2593,44.7695
23.5555,289.75,160.75,76.5633,0.7556,44.5281
23.6194,287.00,160.50,73.7929,1.0074,44.5449
23.6837,284.75,161.00,71.5262,0.5037,44.7584
23.7482,282.00,160.75,68.7558,0.7556,44.7695
23.8280,279.50,161.25,66.2373,0.2519,44.7751
23.8917,277.00,160.75,63.7188,0.7556,44.7695
23.9557,274.50,161.25,61.2003,0.2519,44.7751
24.0198,272.00,160.75,58.6817,0.7556,44.7695
24.0837,269.25,161.25,55.9113,0.2519,44.5281
24.1477,267.00,160.75,53.6447,0.7556,44.7695
24.2284,264.25,161.25,50.8743,0.2519,44.5281
24.2920,261.50,161.75,48.1039,-0.2519,44.3149
24.3561,259.00,161.50,45.5854,-0.0000,44.5449
24.4198,256.50,162.00,43.0668,-0.5037,45.0167
24.4839,254.25,161.75,40.8002,-0.2519,44.5281
24.5477,251.50,162.00,38.0298,-0.5037,45.0167
24.6284,249.00,162.00,35.5113,-0.5037,45.0111
24.6918,246.25,162.00,32.7409,-0.5037,44.7695
24.7567,244.00,162.00,30.4742,-0.5037,45.0111
24.8196,241.25,162.00,27.7038,-0.5037,44.7695
24.8834,238.75,162.25,25.1853,-0.7556,45.0278
24.9478,236.25,162.00,22.6668,-0.5037,44.7695
25.0281,233.50,162.75,19.8964,-1.2593,44.7917
25.0917,231.00,162.50,17.3778,-1.0074,44.5449
25.1557,228.75,163.00,15.1112,-1.5111,44.7806
25.2198,226.25,163.00,12.5926,-1.5111,44.7695
25.2838,223.50,163.00,9.8223,-1.5111,45.0167
25.3477,221.00,163.00,7.3037,-1.5111,45.0333
25.4287,218.25,163.00,4.5334,-1.5111,44.7695
25.4916,216.00,163.00,2.2667,-1.5111,45.0333
25.5560,213.25,163.00,-0.5037,-1.5111,44.7695
25.6198,210.75,163.00,-3.0222,-1.5111,44.7917
25.6838,208.25,163.00,-5.5408,-1.5111,44.7695
25.7478,205.50,163.25,-8.3111,-1.7630,44.7863
25.8280,203.00,163.00,-10.8297,-1.5111,44.5279
25.8922,201.00,163.75,-12.8445,-2.2667,44.7919
25.9557,198.00,164.00,-15.8667,-2.5185,45.0333
26.0195,195.50,164.00,-18.3853,-2.5185,44.5334
26.0837,193.00,164.00,-20.9038,-2.5185,45.0333
26.1478,190.50,163.75,-23.4223,-2.2667,44.7863
26.2282,188.00,164.00,-25.9408,-2.5185,45.0333
26.2925,185.25,164.00,-28.7112,-2.5185,44.7695
26.3560,182.75,164.00,-31.2298,-2.5185,44.7917
26.4199,180.00,164.25,-34.0001,-2.7704,44.7920
26.4838,177.75,164.25,-36.2668,-2.7704,44.5506
26.5480,174.75,164.25,-39.2891,-2.7704,44.5506
26.6280,172.75,164.50,-41.3039,-3.0222,44.8085
26.6918,170.00,164.75,-44.0743,-3.2741,44.8192
26.7558,168.00,165.00,-46.0891,-3.5259,45.0333
26.8197,167.50,164.75,-46.5928,-3.2741,44.8198
26.8846,167.50,165.00,-46.5928,-3.5259,44.5789
26.9477,167.75,165.00,-46.3409,-3.5259,44.7917
27.0281,168.25,165.00,-45.8372,-3.5259,44.8028
27.0915,169.00,164.75,-45.0817,-3.2741,44.3201
27.1558,169.50,164.50,-44.5780,-3.0222,44.0341
27.2195,169.75,164.75,-44.3261,-3.2741,44.0514
27.2837,170.50,164.50,-43.5706,-3.0222,44.0341
27.3478,171.25,164.50,-42.8150,-3.0222,43.7926
27.4287,171.25,164.75,-42.8150,-3.2741,43.5518
27.4915,172.00,164.50,-42.0594,-3.0222,43.0755
27.5558,173.00,165.00,-41.0520,-3.5259,43.0349
27.6197,173.25,164.75,-40.8002,-3.2741,43.0525
27.6838,173.75,165.00,-40.2965,-3.5259,42.7936
27.7479,174.25,165.00,-39.7928,-3.5259,42.8052
27.8289,174.75,164.75,-39.2891,-3.2741,42.5528
27.8920,175.50,165.00,-38.5335,-3.5259,42.5350
27.9557,176.00,164.75,-38.0298,-3.2741,42.3234
28.0198,176.00,164.50,-38.0298,-3.0222,42.0297
28.0838,176.25,165.00,-37.7779,-3.5259,41.8009
28.1477,177.25,164.75,-36.7705,-3.2741,41.5542
28.2281,177.50,164.50,-36.5187,-3.0222,41.5299
28.2919,178.25,165.00,-35.7631,-3.5259,41.2956
28.3559,178.75,165.00,-35.2594,-3.5259,41.2713
28.4196,179.00,165.00,-35.0076,-3.5259,41.0365
28.4838,179.75,165.00,-34.2520,-3.5259,40.7958
28.5478,180.00,165.00,-34.0001,-3.5259,41.0365
28.6282,180.75,164.75,-33.2446,-3.2741,40.5554
28.6918,181.00,165.25,-32.9927,-3.7778,40.3275
28.7561,181.50,165.00,-32.4890,-3.5259,40.5367
28.8204,182.25,164.75,-31.7335,-3.2741,40.0558
28.8839,182.50,165.25,-31.4816,-3.7778,39.8278
28.9479,183.00,164.75,-30.9779,-3.2741,39.8215
29.0284,183.50,165.00,-30.4742,-3.5259,39.5383
29.0917,183.75,165.25,-30.2223,-3.7778,39.5191
29.1557,184.25,165.00,-29.7186,-3.5259,39.2979
29.2198,184.75,165.00,-29.2149,-3.5259,39.2723
29.2838,185.25,164.75,-28.7112,-3.2741,39.0579
29.3479,185.50,165.00,-28.4594,-3.5259,39.0320
29.4285,186.00,165.25,-27.9557,-3.7778,38.7985
29.4919,186.25,165.00,-27.7038,-3.5259,38.7725
29.5558,186.75,165.25,-27.2001,-3.7778,38.5585
29.6198,187.25,165.00,-26.6964,-3.5259,38.7725
29.6841,187.75,165.00,-26.1927,-3.5259,38.3187
29.7479,188.50,165.25,-25.4371,-3.7778,38.2855
29.8283,188.25,165.25,-25.6890,-3.7778,38.0589
29.8920,189.25,165.25,-24.6816,-3.7778,37.5599
29.9563,189.50,165.50,-24.4297,-4.0296,38.0394
30.0199,190.00,165.50,-23.9260,-4.0296,37.5396
30.0838,190.00,165.00,-23.9260,-3.5259,37.5336
30.1481,190.75,165.00,-23.1705,-3.5259,37.2736
30.2283,190.75,165.25,-23.1705,-3.7778,37.5201
30.2918,191.50,165.00,-22.4149,-3.5259,37.0338
30.3559,191.50,165.00,-22.4149,-3.5259,37.0338
30.4200,192.00,165.25,-21.9112,-3.7778,36.8012
30.4839,192.50,165.00,-21.4075,-3.5259,37.0338
30.5479,193.00,165.00,-20.9038,-3.5259,36.5340
30.6282,193.00,165.00,-20.9038,-3.5259,36.5340
30.6918,194.00,165.25,-19.8964,-3.7778,36.3019
30.7559,194.25,165.50,-19.6445,-4.0296,36.2742
30.8196,194.50,165.50,-19.3927,-4.0296,36.0416
30.8838,195.00,165.25,-18.8890,-3.7778,35.7955
30.9479,195.50,165.50,-18.3853,-4.0296,36.0416
31.0282,195.75,165.50,-18.1334,-4.0296,35.7744
31.0919,196.00,165.50,-17.8816,-4.0296,35.5418
31.1558,196.00,165.25,-17.8816,-3.7778,35.2963
31.2199,196.75,165.25,-17.1260,-3.7778,35.5212
31.2839,196.75,165.25,-17.1260,-3.7778,35.5212
31.3480,197.50,165.00,-16.3704,-3.5259,35.0357
31.4288,197.75,165.00,-16.1186,-3.5259,35.2749
31.4919,198.00,165.25,-15.8667,-3.7778,34.7818
31.5559,198.50,165.00,-15.3630,-3.5259,35.0357
31.6200,198.50,165.25,-15.3630,-3.7778,34.7968
31.6839,199.00,165.00,-14.8593,-3.5259,34.5359
31.7483,199.25,165.50,-14.6075,-4.0296,34.2756
31.8282,200.25,165.50,-13.6001,-4.0296,34.2756
31.8921,200.25,165.50,-13.6001,-4.0296,34.2756
31.9566,200.50,165.50,-13.3482,-4.0296,34.0441
32.0199,201.00,165.25,-12.8445,-3.7778,33.7982
32.0839,201.50,165.50,-12.3408,-4.0296,34.0441
32.1479,201.50,165.75,-12.3408,-4.2815,33.8058
32.2285,201.75,165.50,-12.0889,-4.0296,33.7758
32.2920,202.50,165.50,-11.3334,-4.0296,33.5672
32.3559,202.75,165.50,-11.0815,-4.0296,33.7758
32.4201,203.00,165.50,-10.8297,-4.0296,33.5443
32.4841,203.00,165.75,-10.8297,-4.2815,33.3063
32.5487,203.75,165.25,-10.0741,-3.7778,33.0676
32.6283,203.75,165.75,-10.0741,-4.2815,33.0678
32.6919,204.00,165.25,-9.8223,-3.7778,32.7837
32.7558,204.50,165.50,-9.3186,-4.0296,33.0151
32.8198,204.75,165.50,-9.0667,-4.0296,32.7770
32.8841,205.25,165.50,-8.5630,-4.0296,32.7689
32.9479,205.25,165.75,-8.5630,-4.2815,32.5232
33.0283,205.50,165.75,-8.3111,-4.2815,32.7693
33.0919,206.25,165.50,-7.5556,-4.0296,32.2772
33.1558,206.25,165.50,-7.5556,-4.0296,32.2772
33.2199,206.50,165.50,-7.3037,-4.0296,32.0156
33.2836,206.75,165.50,-7.0519,-4.0296,31.7775
33.3480,207.25,165.50,-6.5482,-4.0296,32.2772
33.4284,207.75,165.50,-6.0445,-4.0296,31.7775
33.4920,207.75,165.50,-6.0445,-4.0296,31.7775
33.5562,208.00,165.25,-5.7926,-3.7778,31.8012
33.6202,208.50,165.50,-5.2889,-4.0296,31.5393
33.6841,208.75,165.50,-5.0371,-4.0296,31.7775
33.7479,208.75,165.50,-5.0371,-4.0296,31.7775
33.8286,209.50,165.25,-4.2815,-3.7778,31.3019
