time_s,cx_px,cy_px,tx_mm,ty_mm,tz_mm
8.1077,363.50,160.75,149.9167,0.7496,29.7793
8.1555,364.50,160.75,150.9162,0.7496,29.7793
8.2037,366.00,160.50,152.4153,0.9994,30.0083
8.2358,367.00,160.50,153.4148,0.9994,30.0083
8.2837,368.00,160.50,154.4142,0.9994,30.0083
8.3157,369.00,160.50,155.4137,0.9994,30.0083
8.3638,370.00,160.50,156.4131,0.9994,30.0083
8.4117,371.25,160.50,157.6624,0.9994,29.7626
8.4437,372.25,160.50,158.6619,0.9994,29.7626
8.4915,373.25,160.50,159.6613,0.9994,29.7626
8.5235,374.00,160.25,160.4109,1.2493,29.7542
8.5716,375.50,160.25,161.9101,1.2493,29.7626
8.6198,376.50,160.25,162.9095,1.2493,29.7626
8.6517,377.50,159.75,163.9090,1.7490,29.7626
8.6999,378.75,159.50,165.1583,1.9989,29.7626
8.7318,379.75,159.50,166.1577,1.9989,29.7626
8.7797,380.75,159.50,167.1572,1.9989,29.7626
8.8278,382.00,159.50,168.4065,1.9989,30.0083
8.8594,383.00,159.50,169.4059,1.9989,30.0083
8.9075,384.00,159.50,170.4053,1.9989,30.0083
8.9396,385.00,159.50,171.4048,1.9989,30.0083
8.9875,386.00,159.50,172.4043,1.9989,30.0083
9.0357,387.00,159.75,173.4037,1.7490,29.7708
9.0677,388.25,159.50,174.6530,1.9989,29.7626
9.1157,389.25,159.50,175.6524,1.9989,29.7626
9.1477,390.75,159.50,177.1516,1.9989,29.7626
9.1958,392.00,159.50,178.4009,1.9989,30.0083
9.2437,393.00,159.50,179.4004,1.9989,30.0083
9.2757,394.00,159.50,180.3998,1.9989,30.0083
9.3239,395.00,159.50,181.3992,1.9989,30.0083
9.3557,396.00,159.50,182.3987,1.9989,30.0083
9.4038,397.00,159.50,183.3981,1.9989,30.0083
9.4518,398.25,159.50,184.6474,1.9989,29.7626
9.4838,399.25,159.50,185.6469,1.9989,29.7626
9.5318,400.25,159.00,186.6463,2.4986,29.7542
9.5637,401.75,159.25,188.1455,2.2488,29.5253
9.6117,402.50,159.00,188.8951,2.4986,30.0083
9.6597,403.50,159.00,189.8945,2.4986,30.0083
9.6918,404.75,159.00,191.1438,2.4986,29.7708
9.7396,405.75,158.50,192.1433,2.9983,29.7626
9.7878,406.75,159.00,193.1427,2.4986,29.7713
9.8197,407.75,159.00,194.1422,2.4986,29.7713
9.8678,409.00,159.00,195.3915,2.4986,30.0166
9.8995,410.00,159.00,196.3909,2.4986,30.0166
9.9477,411.00,159.00,197.3904,2.4986,30.0166
9.9957,412.00,159.00,198.3898,2.4986,30.0166
10.0278,413.50,159.00,199.8890,2.4986,30.0083
10.0757,414.50,159.00,200.8884,2.4986,30.0083
10.1076,415.50,159.00,201.8879,2.4986,30.0083
10.1556,416.50,158.50,202.8873,2.9983,30.0167
10.2038,418.00,158.50,204.3865,2.9983,30.0083
10.2357,419.00,158.50,205.3859,2.9983,30.0083
10.2837,420.00,158.50,206.3854,2.9983,30.0083
10.3157,421.00,158.50,207.3848,2.9983,30.0083
10.3637,421.50,158.50,207.8845,2.9983,30.0167
10.4116,421.75,158.25,208.1344,3.2482,30.0244
10.4437,421.75,158.25,208.1344,3.2482,30.0244
10.4915,421.75,158.25,208.1344,3.2482,30.0244
10.5237,422.00,158.00,208.3843,3.4981,30.0166
10.5717,422.00,158.50,208.3843,2.9983,30.0083
10.6201,422.00,158.50,208.3843,2.9983,30.0083
10.6519,422.25,158.50,208.6341,2.9983,30.2624
10.6996,422.50,158.25,208.8840,3.2482,30.2701
10.7317,423.00,158.25,209.3837,3.2482,30.2701
10.7797,423.00,158.25,209.3837,3.2482,30.2701
10.8277,423.00,158.00,209.3837,3.4981,30.0166
10.8598,423.25,158.00,209.6336,3.4981,30.2708
10.9077,423.50,158.50,209.8834,2.9983,30.5081
10.9398,423.50,158.25,209.8834,3.2482,30.7701
10.9881,423.75,158.00,210.1333,3.4981,30.7622
11.0358,423.75,158.75,210.1333,2.7485,30.5247
11.0678,424.00,157.75,210.3831,3.7479,30.7622
11.1159,424.50,158.00,210.8829,3.4981,31.0081
11.1478,424.50,158.25,210.8829,3.2482,30.7701
11.1958,424.50,158.25,210.8829,3.2482,30.7701
11.2443,424.75,158.50,211.1327,2.9983,30.7701
11.2758,425.00,158.00,211.3826,3.4981,31.0161
11.3238,425.25,158.00,211.6325,3.4981,31.2620
11.3558,425.00,158.00,211.3826,3.4981,31.0161
11.4038,425.75,158.50,212.1322,2.9983,31.2540
11.4517,426.00,158.25,212.3820,3.2482,31.2620
11.4837,426.00,158.25,212.3820,3.2482,31.2620
11.5315,426.00,158.25,212.3820,3.2482,31.2620
11.5638,426.25,158.50,212.6319,2.9983,31.2701
11.6117,426.50,158.00,212.8818,3.4981,31.5159
11.6599,427.00,158.00,213.3815,3.4981,31.5078
11.6916,427.25,158.00,213.6313,3.4981,31.2695
11.7397,427.25,157.75,213.6313,3.7479,31.5240
11.7878,427.75,158.00,214.1311,3.4981,31.7695
11.8198,427.75,158.00,214.1311,3.4981,31.7695
11.8678,428.00,157.75,214.3809,3.7479,31.7695
11.8998,428.00,157.75,214.3809,3.7479,31.7695
11.9478,428.50,158.00,214.8807,3.4981,32.0078
11.9958,428.50,157.75,214.8807,3.7479,32.2616
12.0278,428.50,157.75,214.8807,3.7479,32.2616
12.0758,428.75,157.75,215.1305,3.7479,32.5078
12.1076,429.25,157.75,215.6302,3.7479,32.0238
12.1559,429.50,157.75,215.8801,3.7479,32.2616
12.2043,429.50,157.75,215.8801,3.7479,32.2616
12.2361,429.75,157.75,216.1300,3.7479,32.5078
12.2842,429.75,157.75,216.1300,3.7479,32.5078
12.3159,430.50,157.50,216.8795,3.9978,32.5076
12.3638,430.50,157.75,216.8795,3.7479,32.2616
12.4117,430.75,157.75,217.1294,3.7479,32.5078
12.4438,431.25,157.75,217.6291,3.7479,32.5229
12.4918,431.25,157.50,217.6291,3.9978,32.7689
12.5236,431.25,157.50,217.6291,3.9978,32.7689
12.5718,431.75,157.50,218.1288,3.9978,32.7538
12.6199,432.00,157.50,218.3787,3.9978,33.0076
12.6519,432.25,157.50,218.6286,3.9978,32.7845
12.6998,432.25,157.50,218.6286,3.9978,32.7845
12.7318,432.50,157.75,218.8784,3.7479,33.2689
12.7799,432.75,157.75,219.1283,3.7479,33.0228
12.8278,433.25,157.50,219.6280,3.9978,33.2614
12.8599,433.50,157.25,219.8779,4.2476,33.2689
12.9076,433.50,157.50,219.8779,3.9978,33.5076
12.9396,433.50,157.50,219.8779,3.9978,33.5076
12.9879,433.50,157.75,219.8779,3.7479,33.2689
13.0357,434.25,157.75,220.6275,3.7479,33.5223
13.0678,434.25,157.50,220.6275,3.9978,33.7611
13.1158,434.50,157.25,220.8773,4.2476,33.7611
13.1478,435.00,157.25,221.3770,4.2476,33.7684
13.1958,435.00,157.50,221.3770,3.9978,34.0074
13.2438,435.75,157.50,222.1266,3.9978,33.7755
13.2757,435.50,157.50,221.8768,3.9978,33.5076
13.3236,435.75,157.25,222.1266,4.2476,34.0216
13.3556,436.00,157.00,222.3765,4.4975,34.0147
13.4038,436.25,157.25,222.6264,4.2476,34.0222
13.4519,436.50,157.25,222.8762,4.2476,34.2609
13.4840,436.50,157.00,222.8762,4.4975,34.5145
13.5316,436.75,157.25,223.1261,4.2476,34.5219
13.5637,437.00,157.25,223.3759,4.2476,34.2684
13.6116,437.25,157.00,223.6258,4.4975,34.2826
13.6599,437.75,157.00,224.1255,4.4975,34.7608
13.6916,437.75,157.00,224.1255,4.4975,34.7608
13.7399,438.00,157.25,224.3754,4.2476,34.7608
13.7880,438.50,157.00,224.8751,4.4975,35.0071
13.8198,438.50,157.25,224.8751,4.2476,34.7678
13.8679,439.00,157.00,225.3748,4.4975,35.0143
13.8998,439.25,156.75,225.6247,4.7474,35.0210
13.9479,439.25,157.00,225.6247,4.4975,35.2606
13.9959,439.50,157.00,225.8745,4.4975,35.0071
14.0278,439.75,157.25,226.1244,4.2476,35.0210
14.0759,440.25,157.00,226.6241,4.4975,35.2606
14.1079,440.50,156.75,226.8740,4.7474,35.2673
14.1558,440.50,157.00,226.8740,4.4975,35.5278
14.2039,440.75,156.50,227.1239,4.9972,35.2817
14.2359,441.25,156.50,227.6236,4.9972,35.7605
14.2840,441.25,157.00,227.6236,4.4975,35.7673
14.3159,441.75,156.50,228.1233,4.9972,35.7744
14.3639,442.00,156.50,228.3732,4.9972,36.0208
14.4119,441.75,156.50,228.1233,4.9972,35.7747
14.4439,442.25,157.00,228.6230,4.4975,35.7673
14.4919,442.75,156.50,229.1227,4.9972,36.2603
14.5237,442.75,156.50,229.1227,4.9972,36.2603
14.5718,443.00,156.75,229.3726,4.7474,36.2739
14.6199,443.25,156.75,229.6225,4.7474,36.0204
14.6516,443.50,156.75,229.8723,4.7474,36.2603
14.6999,443.75,157.00,230.1222,4.4975,36.2673
14.7319,443.75,156.75,230.1222,4.7474,36.5204
14.7798,444.75,156.50,231.1216,4.9972,36.2669
14.8279,444.75,156.25,231.1216,5.2471,36.5207
14.8599,445.25,156.50,231.6214,4.9972,36.7669
14.9078,445.25,156.50,231.6214,4.9972,36.7669
14.9400,445.25,156.00,231.6214,5.4969,36.7740
14.9880,446.00,156.50,232.3709,4.9972,37.0068
15.0359,446.00,156.25,232.3709,5.2471,37.2600
15.0679,446.25,156.25,232.6208,5.2471,37.0203
15.1159,446.75,156.50,233.1205,4.9972,37.2669
15.1479,447.00,156.25,233.3704,5.2471,37.2600
15.1959,447.00,156.25,233.3704,5.2471,37.2600
15.2437,447.50,156.25,233.8701,5.2471,37.7600
15.2759,447.75,156.25,234.1200,5.2471,37.5202
15.3236,448.00,156.50,234.3698,4.9972,37.5133
15.3558,448.50,156.25,234.8696,5.2471,37.7600
15.4039,448.50,156.25,234.8696,5.2471,37.7600
15.4519,449.00,156.25,235.3693,5.2471,37.7664
15.4840,449.00,156.50,235.3693,4.9972,38.0328
15.5320,449.25,156.25,235.6191,5.2471,38.0201
15.5639,450.00,156.00,236.3687,5.4969,38.0263
15.6119,450.00,156.25,236.3687,5.2471,38.2664
15.6597,450.25,155.75,236.6186,5.7468,38.5196
15.6917,450.75,155.75,237.1183,5.7468,38.5193
15.7399,451.25,155.75,237.6180,5.7468,38.5196
15.7879,451.25,155.75,237.6180,5.7468,38.5196
15.8199,451.50,156.00,237.8679,5.4969,38.5130
15.8678,452.00,156.00,238.3676,5.4969,39.0128
15.8999,452.25,155.75,238.6175,5.7468,39.0189
15.9479,452.50,155.75,238.8673,5.7468,38.7664
15.9959,452.75,155.75,239.1172,5.7468,39.0196
16.0279,453.25,155.75,239.6169,5.7468,39.0189
16.0759,453.00,155.75,239.3671,5.7468,39.2726
16.1076,453.75,155.50,240.1166,5.9967,39.2596
16.1560,454.00,155.50,240.3665,5.9967,39.0321
16.2040,454.75,155.75,241.1161,5.7468,39.5188
16.2359,454.75,155.75,241.1161,5.7468,39.5188
16.2839,455.00,155.25,241.3659,6.2465,39.7660
16.3159,455.50,155.75,241.8657,5.7468,39.7595
16.3639,455.50,155.50,241.8657,5.9967,40.0125
16.4119,456.00,155.50,242.3654,5.9967,40.0187
16.4439,456.25,155.25,242.6152,6.2465,40.0191
16.4917,456.50,155.50,242.8651,5.9967,40.0125
16.5237,456.75,155.50,243.1150,5.9967,40.2593
16.5719,457.00,155.75,243.3648,5.7468,40.2716
16.6200,457.50,155.00,243.8646,6.4964,40.0312
16.6519,458.25,155.25,244.6141,6.2465,40.5184
16.6999,458.25,155.25,244.6141,6.2465,40.5184
16.7320,458.25,154.75,244.6141,6.7463,40.5187
16.7799,458.75,155.25,245.1139,6.2465,40.5187
16.8279,459.25,155.00,245.6136,6.4964,40.7714
16.8600,459.50,155.00,245.8634,6.4964,41.0183
16.9079,459.75,154.75,246.1133,6.7463,41.0186
16.9399,460.25,154.75,246.6130,6.7463,41.0180
16.9880,460.25,155.25,246.6130,6.2465,41.0183
17.0360,460.75,155.00,247.1127,6.4964,41.2713
17.0677,461.25,155.00,247.6125,6.4964,41.2591
17.1160,461.50,155.00,247.8623,6.4964,41.5120
17.1479,461.75,155.00,248.1122,6.4964,41.2887
17.1960,462.50,155.00,248.8618,6.4964,41.5238
17.2441,462.50,155.00,248.8618,6.4964,41.5238
17.2760,463.00,155.00,249.3615,6.4964,42.0238
17.3239,463.25,154.75,249.6114,6.7463,42.0179
17.3560,463.75,155.25,250.1111,6.2465,42.0179
17.4039,464.00,155.00,250.3609,6.4964,42.0238
17.4519,464.25,154.75,250.6108,6.7463,42.5178
17.4840,464.50,155.00,250.8607,6.4964,42.5118
17.5319,465.00,154.75,251.3604,6.7463,42.2765
17.5639,465.25,154.75,251.6103,6.7463,42.5178
17.6119,465.75,155.00,252.1100,6.4964,42.7704
17.6598,466.00,155.00,252.3598,6.4964,43.0116
17.6919,466.50,154.75,252.8596,6.7463,42.7764
17.7399,466.75,154.75,253.1094,6.7463,43.0177
17.7880,467.00,154.75,253.3593,6.7463,43.2703
17.8199,467.75,154.50,254.1089,6.9961,43.2587
17.8681,468.00,154.25,254.3587,7.2460,43.2819
17.8999,468.50,154.75,254.8584,6.7463,43.2759
17.9482,468.75,154.50,255.1083,6.9961,43.7699
17.9961,469.00,154.50,255.3582,6.9961,43.5232
18.0277,469.50,154.50,255.8579,6.9961,44.0114
18.0759,469.75,154.50,256.1078,6.9961,43.7699
18.1079,470.25,154.25,256.6075,7.2460,44.0173
18.1557,470.25,154.25,256.6075,7.2460,44.0173
18.2043,471.50,154.25,257.8568,7.2460,44.2806
18.2360,471.25,154.25,257.6069,7.2460,44.0173
18.2839,472.00,154.25,258.3565,7.2460,44.2753
18.3159,472.25,154.00,258.6064,7.4958,44.7695
18.3640,472.50,154.00,258.8562,7.4958,44.5227
18.4279,473.25,154.00,259.6058,7.4958,44.7695
18.4920,473.75,154.00,260.1055,7.4958,45.2694
18.5560,473.75,153.75,260.1055,7.7457,45.0169
18.6200,473.75,153.75,260.1055,7.7457,45.0169
18.6842,473.75,154.00,260.1055,7.4958,45.2694
18.7480,471.75,154.00,258.1067,7.4958,45.2694
18.8280,469.25,154.00,255.6080,7.4958,44.7695
18.8920,466.50,154.50,252.8596,6.9961,45.0222
18.9560,464.25,154.50,250.6108,6.9961,44.7752
19.0200,461.50,154.50,247.8623,6.9961,45.0111
19.0841,458.75,154.50,245.1139,6.9961,44.7752
19.1481,456.25,154.75,242.6152,6.7463,45.0167
19.2280,453.75,154.50,240.1166,6.9961,44.7752
19.2919,450.75,154.75,237.1183,6.7463,45.0169
19.3558,448.50,155.00,234.8696,6.4964,45.0278
19.4200,446.00,155.00,232.3709,6.4964,45.0111
19.4838,443.50,155.25,229.8723,6.2465,44.7752
19.5480,441.00,155.00,227.3737,6.4964,45.0111
19.6280,438.00,155.25,224.3754,6.2465,44.7748
19.6920,435.75,155.25,222.1266,6.2465,45.0167
19.7558,433.25,155.50,219.6280,5.9967,44.7752
19.8200,430.75,155.50,217.1294,5.9967,44.7752
19.8840,427.75,155.75,214.1311,5.7468,45.0169
19.9480,425.25,155.75,211.6325,5.7468,44.5394
20.0280,423.00,156.00,209.3837,5.4969,45.0111
20.0917,420.25,156.00,206.6352,5.4969,44.7695
20.1558,418.00,156.00,204.3865,5.4969,45.0111
20.2201,415.00,156.00,201.3882,5.4969,45.0111
20.2838,413.00,156.25,199.3893,5.2471,44.7584
20.3480,410.25,156.00,196.6408,5.4969,44.7695
20.4280,407.50,156.50,193.8923,4.9972,45.0222
20.4920,405.00,156.50,191.3937,4.9972,44.5227
20.5559,402.50,156.50,188.8951,4.9972,45.0222
20.6202,400.00,156.75,186.3965,4.7474,44.7642
20.6840,397.00,156.75,183.3981,4.7474,44.7584
20.7483,394.75,157.25,181.1494,4.2476,45.0164
20.8280,392.00,156.75,178.4009,4.7474,44.7584
20.8920,389.50,157.25,175.9023,4.2476,44.7639
20.9558,387.00,157.00,173.4037,4.4975,45.0111
21.0200,384.50,157.25,170.9051,4.2476,44.7639
21.0840,381.75,157.50,168.1566,3.9978,44.7639
21.1481,379.75,157.50,166.1577,3.9978,44.7752
21.2280,377.00,157.25,163.4092,4.2476,44.7642
21.2921,374.25,157.50,160.6608,3.9978,44.7752
21.3558,371.50,157.75,157.9123,3.7479,44.7697
21.4201,369.25,158.00,155.6635,3.4981,44.7584
21.4838,366.50,158.00,152.9151,3.4981,45.0056
21.5480,364.25,158.00,150.6663,3.4981,44.7584
21.6281,361.50,158.00,147.9178,3.4981,45.0056
21.6920,358.75,158.25,145.1694,3.2482,44.5168
21.7561,356.50,158.00,142.9206,3.4981,45.0056
21.8201,354.00,158.25,140.4220,3.2482,44.7584
21.8842,351.50,158.50,137.9234,2.9983,44.5283
21.9480,348.75,158.50,135.1749,2.9983,44.7752
22.0280,346.25,158.50,132.6763,2.9983,44.7752
22.0921,343.50,158.50,129.9278,2.9983,44.5283
22.1560,341.00,159.25,127.4292,2.2488,44.7693
22.2201,338.50,159.00,124.9306,2.4986,45.0056
22.2842,335.75,159.25,122.1821,2.2488,44.5168
22.3481,333.50,159.00,119.9334,2.4986,45.0056
22.4281,330.75,159.25,117.1849,2.2488,44.5168
22.4920,328.50,159.00,114.9362,2.4986,45.0056
22.5562,325.75,159.25,112.1877,2.2488,44.5168
22.6201,323.50,159.25,109.9389,2.2488,44.7697
22.6838,320.75,159.50,107.1905,1.9989,44.7752
22.7481,318.25,159.50,104.6919,1.9989,44.7863
22.8281,315.75,160.00,102.1932,1.4992,44.7584
22.8920,312.75,160.00,99.1949,1.4992,44.7584
22.9559,310.75,160.00,97.1960,1.4992,44.7584
23.0201,307.75,160.00,94.1977,1.4992,44.7584
23.0841,305.75,160.00,92.1988,1.4992,44.7584
23.1482,302.75,160.00,89.2005,1.4992,44.7584
23.2281,300.00,160.25,86.4520,1.2493,44.7695
23.2921,297.75,160.00,84.2032,1.4992,44.7584
23.3559,295.00,160.25,81.4548,1.2493,44.7695
23.4201,292.50,160.25,78.9561,1.2493,44.2698
