time_s,cx_px,cy_px,tx_mm,ty_mm,tz_mm
3.5115,481.00,278.50,14.1022,-3.7738,74.5202
3.5334,482.50,278.50,14.6981,-3.7738,74.0203
3.5564,484.75,279.25,15.5919,-4.0718,73.5304
3.5781,486.75,279.25,16.3864,-4.0718,73.5304
3.5994,487.75,279.25,16.7836,-4.0718,73.5304
3.6204,489.00,279.25,17.2802,-4.0718,73.7787
3.6452,490.00,279.50,17.6774,-4.1711,74.0304
3.6702,492.00,279.50,18.4719,-4.1711,74.0101
3.6921,493.00,279.50,18.8692,-4.1711,73.5203
3.7127,494.25,279.25,19.3657,-4.0718,74.0234
3.7345,496.75,279.25,20.3589,-4.0718,74.0368
3.7583,497.75,279.25,20.7561,-4.0718,73.5304
3.7809,498.75,279.25,21.1533,-4.0718,73.5304
3.8028,501.00,279.25,22.0472,-4.0718,73.7787
3.8260,502.00,279.25,22.4444,-4.0718,73.7654
3.8479,503.00,279.50,22.8416,-4.1711,74.0304
3.8714,505.25,279.25,23.7354,-4.0718,73.5240
3.8921,506.75,279.25,24.3313,-4.0718,73.5304
3.9131,507.50,279.75,24.6292,-4.2704,73.7752
3.9346,508.50,279.75,25.0265,-4.2704,73.7688
3.9568,511.00,279.50,26.0196,-4.1711,74.0304
3.9816,512.00,279.75,26.4169,-4.2704,73.7791
4.0036,513.00,279.75,26.8141,-4.2704,73.7791
4.0268,515.50,280.00,27.8072,-4.3697,73.5335
4.0483,516.25,279.50,28.1052,-4.1711,73.7686
4.0698,517.50,279.25,28.6017,-4.0718,73.7686
4.0953,518.50,279.25,28.9990,-4.0718,73.7686
4.1189,521.00,279.50,29.9921,-4.1711,74.0304
4.1438,522.00,279.75,30.3893,-4.2704,73.7791
4.1651,523.75,279.25,31.0845,-4.0718,74.0168
4.1874,525.00,279.50,31.5811,-4.1711,74.0101
4.2093,526.25,279.50,32.0776,-4.1711,73.7686
4.2336,527.00,279.50,32.3755,-4.1711,74.0101
4.2568,529.50,279.25,33.3687,-4.0718,73.7686
4.2788,530.75,279.25,33.8652,-4.0718,73.5304
4.3001,531.75,279.75,34.2625,-4.2704,73.5169
4.3234,534.00,279.50,35.1563,-4.1711,74.0101
4.3466,535.00,279.25,35.5535,-4.0718,73.7654
4.3680,536.00,279.25,35.9508,-4.0718,73.7654
4.3913,538.25,279.50,36.8446,-4.1711,73.7686
4.4143,539.50,280.00,37.3411,-4.3697,73.5335
4.4378,540.50,279.25,37.7384,-4.0718,73.7686
4.4602,542.50,279.50,38.5329,-4.1711,74.0203
4.4831,543.75,279.50,39.0294,-4.1711,73.7821
4.5075,545.00,279.50,39.5260,-4.1711,73.5204
4.5290,547.00,279.50,40.3205,-4.1711,73.5203
4.5520,548.00,279.50,40.7177,-4.1711,74.0101
4.5734,549.00,279.50,41.1150,-4.1711,74.0101
4.5961,550.50,279.75,41.7108,-4.2704,73.7752
4.6180,552.50,279.50,42.5053,-4.1711,74.0203
4.6408,553.75,279.25,43.0019,-4.0718,73.5304
4.6617,554.75,279.50,43.3991,-4.1711,73.2722
4.6848,557.00,279.75,44.2929,-4.2704,73.7651
4.7085,558.00,279.50,44.6902,-4.1711,74.0101
4.7338,559.00,279.25,45.0874,-4.0718,73.7654
4.7553,561.25,279.50,45.9812,-4.1711,73.7686
4.7766,562.00,279.25,46.2792,-4.0718,73.7654
4.7984,563.75,279.75,46.9743,-4.2704,73.5169
4.8229,564.75,279.75,47.3716,-4.2704,73.5169
4.8463,566.75,279.50,48.1661,-4.1711,73.2722
4.8669,568.00,279.50,48.6626,-4.1711,73.5204
4.8884,569.00,279.50,49.0599,-4.1711,73.5204
4.9113,571.25,279.50,49.9537,-4.1711,73.7686
4.9349,572.00,279.50,50.2516,-4.1711,74.0101
4.9568,573.50,279.75,50.8475,-4.2704,73.2652
4.9797,575.50,279.75,51.6420,-4.2704,73.7752
5.0036,577.00,279.50,52.2378,-4.1711,73.5204
5.0252,578.00,279.25,52.6351,-4.0718,73.7654
5.0469,580.00,279.75,53.4296,-4.2704,73.7651
5.0681,581.00,279.50,53.8268,-4.1711,74.0101
5.0926,582.00,279.50,54.2241,-4.1711,74.0101
5.1128,583.00,279.50,54.6213,-4.1711,74.0101
5.1353,585.75,279.50,55.7137,-4.1711,73.2722
5.1560,586.50,279.50,56.0117,-4.1711,73.5102
5.1801,587.50,279.50,56.4089,-4.1711,73.5102
5.2032,588.75,279.75,56.9055,-4.2704,73.5169
5.2256,591.00,279.50,57.7993,-4.1711,73.5204
5.2474,592.00,279.50,58.1965,-4.1711,73.5204
5.2684,593.00,279.25,58.5938,-4.0718,73.7654
5.2905,595.50,279.50,59.5869,-4.1711,73.5102
5.3137,596.50,279.75,59.9841,-4.2704,73.7618
5.3570,600.00,279.75,61.3745,-4.2704,73.7651
5.3776,601.00,279.50,61.7717,-4.1711,73.5204
5.4021,602.00,279.50,62.1690,-4.1711,73.5204
5.4256,603.25,279.50,62.6656,-4.1711,73.2653
5.4474,605.00,279.75,63.3607,-4.2704,73.2619
5.4681,606.25,279.75,63.8573,-4.2704,73.5102
6.9861,607.75,280.00,64.4532,-4.3697,73.2752
7.0087,703.25,280.00,102.3902,-4.3697,72.7620
7.0281,704.50,280.00,102.8867,-4.3697,73.0103
7.0482,705.75,280.00,103.3833,-4.3697,73.2620
7.0703,708.00,280.25,104.2771,-4.4690,72.7619
7.0907,709.00,280.00,104.6743,-4.3697,73.0069
7.1120,710.00,280.00,105.0716,-4.3697,73.0069
7.1320,711.00,280.25,105.4688,-4.4690,72.7619
7.1557,712.00,280.00,105.8661,-4.3697,73.0069
7.1761,714.00,279.75,106.6605,-4.2704,72.7621
7.1972,715.25,280.00,107.1571,-4.3697,72.7620
7.2165,716.25,279.75,107.5543,-4.2704,72.5104
7.2355,717.50,280.25,108.0509,-4.4690,72.7622
7.2747,720.00,280.25,109.0440,-4.4690,72.7619
7.2944,722.00,280.00,109.8385,-4.3697,73.0069
7.3164,723.00,280.00,110.2358,-4.3697,73.0069
7.3366,724.00,280.00,110.6330,-4.3697,73.0069
7.3572,725.00,280.00,111.0303,-4.3697,73.0069
7.3765,726.00,279.75,111.4275,-4.2704,72.7621
7.3950,727.00,279.75,111.8247,-4.2704,72.7621
7.4141,729.25,280.00,112.7185,-4.3697,72.7620
7.4366,730.50,279.75,113.2151,-4.2704,72.7586
7.4581,731.75,280.00,113.7117,-4.3697,72.7552
7.4768,733.00,280.25,114.2082,-4.4690,72.7619
7.4956,733.75,280.00,114.5061,-4.3697,72.7620
7.5150,735.00,280.25,115.0027,-4.4690,72.7619
7.5340,736.00,280.25,115.4000,-4.4690,72.7619
7.5548,738.00,280.00,116.1945,-4.3697,73.0069
7.5752,739.25,279.75,116.6910,-4.2704,72.5104
7.5947,740.25,280.00,117.0882,-4.3697,72.7552
7.6150,741.25,280.00,117.4855,-4.3697,72.7620
7.6349,742.50,280.00,117.9821,-4.3697,72.5206
7.6570,743.50,280.00,118.3793,-4.3697,72.5069
7.6765,746.00,280.00,119.3724,-4.3697,73.0069
7.6951,747.00,280.25,119.7697,-4.4690,72.7619
7.7156,747.75,280.50,120.0676,-4.5683,72.7724
7.7350,749.00,280.00,120.5642,-4.3697,73.0069
7.7549,750.00,280.25,120.9614,-4.4690,72.7619
7.7776,751.00,280.00,121.3586,-4.3697,73.0069
7.7964,753.00,280.00,122.1531,-4.3697,72.5243
7.8148,754.25,279.75,122.6497,-4.2704,72.5104
7.8350,755.75,280.25,123.2456,-4.4690,72.5172
7.8537,756.75,280.25,123.6428,-4.4690,72.5172
7.8741,757.75,280.25,124.0401,-4.4690,72.5172
7.8975,759.00,280.25,124.5366,-4.4690,72.7619
7.9173,761.25,280.00,125.4304,-4.3697,72.7552
7.9365,762.25,280.00,125.8277,-4.3697,72.7552
7.9559,763.25,280.00,126.2249,-4.3697,72.7552
7.9764,764.25,280.00,126.6222,-4.3697,72.7552
7.9964,765.25,279.75,127.0194,-4.2704,72.5104
8.0171,765.75,280.25,127.2180,-4.4690,73.0172
8.0362,767.25,279.75,127.8139,-4.2704,72.5104
8.0543,769.50,279.75,128.7077,-4.2704,72.7655
8.0762,770.50,280.00,129.1049,-4.3697,72.5069
8.0960,771.75,280.25,129.6015,-4.4690,72.5172
8.1158,772.75,280.25,129.9987,-4.4690,72.5172
8.1360,773.75,280.50,130.3960,-4.5683,72.7724
8.1553,775.00,280.00,130.8925,-4.3697,73.0069
8.1739,776.00,280.50,131.2898,-4.5683,72.5207
8.1949,778.25,280.00,132.1836,-4.3697,72.7552
8.2136,779.25,280.00,132.5808,-4.3697,72.7552
8.2341,780.25,280.00,132.9781,-4.3697,72.7552
8.2559,781.00,280.25,133.2760,-4.4690,72.7655
8.2738,782.25,280.25,133.7726,-4.4690,72.5380
8.2923,783.50,280.25,134.2691,-4.4690,72.7792
8.3118,784.75,280.25,134.7657,-4.4690,72.5172
8.3309,787.00,280.50,135.6595,-4.5683,72.5207
8.3520,788.25,280.00,136.1561,-4.3697,72.7552
8.3715,789.25,280.25,136.5533,-4.4690,72.5103
8.3914,790.25,280.00,136.9505,-4.3697,72.7552
8.4117,791.25,280.00,137.3478,-4.3697,72.7552
8.4315,792.25,280.25,137.7450,-4.4690,72.5103
8.4499,793.00,280.00,138.0430,-4.3697,72.5243
8.4699,795.75,280.00,139.1354,-4.3697,72.2725
8.4902,796.50,280.25,139.4333,-4.4690,72.7654
8.5119,797.75,280.50,139.9299,-4.5683,72.7724
8.5315,798.50,280.50,140.2278,-4.5683,72.5310
8.5531,800.25,280.25,140.9230,-4.4690,72.5103
8.5714,801.00,280.25,141.2209,-4.4690,72.7655
8.5906,803.25,280.00,142.1147,-4.3697,72.7552
8.6112,804.25,280.25,142.5120,-4.4690,72.5103
8.6316,805.25,280.00,142.9092,-4.3697,72.7552
8.6506,806.00,280.25,143.2072,-4.4690,72.7655
8.6688,807.00,279.50,143.6044,-4.1711,72.5207
8.6873,808.25,279.75,144.1010,-4.2704,73.0103
8.7065,809.25,279.75,144.4982,-4.2704,73.0103
8.7275,810.00,279.25,144.7962,-4.0718,72.7655
8.7461,812.50,279.75,145.7893,-4.2704,73.2653
8.7652,814.00,280.50,146.3851,-4.5683,72.5207
8.7844,815.25,280.25,146.8817,-4.4690,72.5103
8.8041,816.00,280.50,147.1796,-4.5683,72.5207
8.8239,817.00,280.50,147.5769,-4.5683,72.5207
8.8457,818.25,280.25,148.0734,-4.4690,72.5103
8.8660,819.25,280.00,148.4707,-4.3697,72.7552
8.8848,820.00,280.25,148.7686,-4.4690,72.7655
8.9036,822.25,280.50,149.6624,-4.5683,72.7792
8.9238,823.50,280.25,150.1590,-4.4690,72.2656
8.9455,825.00,280.25,150.7549,-4.4690,72.2655
8.9656,826.25,280.00,151.2514,-4.3697,72.7552
8.9858,827.25,280.25,151.6487,-4.4690,72.5103
9.0041,828.00,280.75,151.9466,-4.6676,72.7655
9.0225,830.00,280.25,152.7411,-4.4690,72.7655
9.0428,831.25,280.25,153.2376,-4.4690,72.5103
9.0625,832.25,280.25,153.6349,-4.4690,73.0034
9.0830,833.25,280.25,154.0321,-4.4690,72.5172
9.1021,834.00,280.25,154.3301,-4.4690,72.7655
9.1204,835.75,280.75,155.0252,-4.6676,72.5240
9.1392,836.50,280.50,155.3232,-4.5683,72.5310
9.1588,837.75,280.00,155.8197,-4.3697,72.2552
9.1783,838.75,280.00,156.2170,-4.3697,72.2725
9.1988,841.00,280.50,157.1108,-4.5683,72.5207
9.2176,842.25,280.25,157.6073,-4.4690,72.5103
9.2366,843.50,280.00,158.1039,-4.3697,72.5069
9.2557,844.00,280.25,158.3025,-4.4690,72.2655
9.2766,845.25,280.25,158.7991,-4.4690,72.5103
9.2961,846.00,280.50,159.0970,-4.5683,72.5207
9.3168,847.25,280.25,159.5936,-4.4690,72.5172
9.3379,849.50,280.50,160.4874,-4.5683,72.5310
9.3583,850.25,280.00,160.7853,-4.3697,72.2761
9.3792,851.75,280.75,161.3812,-4.6676,72.5240
9.3990,852.50,280.50,161.6791,-4.5683,72.5310
9.4183,854.25,280.25,162.3743,-4.4690,72.0174
9.4385,855.25,280.25,162.7715,-4.4690,72.5103
9.4567,857.25,280.50,163.5660,-4.5683,72.2725
9.4797,858.00,280.25,163.8640,-4.4690,72.7655
9.4989,859.50,280.00,164.4598,-4.3697,72.5069
9.5181,860.00,280.25,164.6585,-4.4690,72.7655
9.5383,861.50,280.00,165.2543,-4.3697,72.5069
9.5569,862.50,280.50,165.6516,-4.5683,72.5310
9.5757,863.00,280.50,165.8502,-4.5683,72.5138
9.5948,865.75,280.00,166.9426,-4.3697,72.2725
9.6127,866.50,280.25,167.2406,-4.4690,72.2898
9.6312,868.25,280.75,167.9357,-4.6676,72.5172
9.6500,868.75,280.75,168.1344,-4.6676,72.5240
9.6704,870.00,280.50,168.6309,-4.5683,72.5207
9.6902,871.25,280.50,169.1275,-4.5683,72.2725
9.7097,872.50,280.25,169.6240,-4.4690,72.2621
9.7324,873.25,280.50,169.9220,-4.5683,72.2725
9.7513,875.50,280.75,170.8158,-4.6676,72.2898
9.7736,876.25,281.00,171.1137,-4.7670,72.7689
9.7921,877.25,280.25,171.5110,-4.4690,72.5034
9.8151,878.50,280.75,172.0075,-4.6676,72.7757
9.8361,879.50,280.50,172.4048,-4.5683,72.5310
9.8566,881.75,280.50,173.2986,-4.5683,72.2794
9.8761,883.00,280.25,173.7951,-4.4690,72.7723
9.8967,884.25,280.75,174.2917,-4.6676,72.5172
9.9171,885.50,280.50,174.7882,-4.5683,72.5104
9.9366,886.25,280.50,175.0862,-4.5683,72.2725
9.9552,887.25,280.50,175.4834,-4.5683,72.2725
9.9743,888.50,280.50,175.9800,-4.5683,72.5104
9.9977,890.50,280.25,176.7745,-4.4690,72.2724
10.0181,891.75,280.75,177.2710,-4.6676,72.0451
10.0368,892.50,280.50,177.5690,-4.5683,72.5310
10.0567,893.75,280.50,178.0655,-4.5683,72.2862
10.0748,895.00,280.75,178.5621,-4.6676,72.2758
10.0969,895.75,280.25,178.8600,-4.4690,72.5311
10.1173,898.00,280.25,179.7538,-4.4690,72.2621
10.1386,899.25,280.50,180.2504,-4.5683,72.2725
10.1579,900.00,281.00,180.5483,-4.7670,72.5103
10.1804,901.25,280.25,181.0448,-4.4690,72.5034
10.2012,902.50,281.00,181.5414,-4.7670,72.5345
10.2223,904.50,281.00,182.3359,-4.7670,72.5345
10.2428,905.50,280.75,182.7332,-4.6676,72.2759
10.2641,906.75,280.75,183.2297,-4.6676,72.0451
10.2829,907.50,280.50,183.5276,-4.5683,72.5310
10.3017,908.50,281.00,183.9249,-4.7670,72.5206
10.3207,911.00,280.50,184.9180,-4.5683,72.5069
10.3416,911.75,280.50,185.2159,-4.5683,72.2759
10.3643,913.50,280.25,185.9111,-4.4690,72.2621
10.3840,914.25,280.75,186.2090,-4.6676,72.5034
10.4038,915.75,280.75,186.8049,-4.6676,72.0174
10.4237,916.25,281.00,187.0035,-4.7670,72.7689
10.4424,918.50,281.00,187.8973,-4.7670,72.5206
10.4639,919.75,280.75,188.3939,-4.6676,72.5309
10.4837,920.75,280.75,188.7912,-4.6676,72.5172
10.5050,921.50,280.50,189.0891,-4.5683,72.5310
10.5251,922.50,280.75,189.4863,-4.6676,72.2759
10.5473,923.75,280.75,189.9829,-4.6676,72.5172
10.5678,926.00,281.00,190.8767,-4.7670,72.5103
10.5879,927.00,281.00,191.2739,-4.7670,72.5103
10.6090,928.00,280.75,191.6712,-4.6676,72.2656
10.6316,929.00,280.75,192.0684,-4.6676,72.2656
10.6522,931.50,281.00,193.0615,-4.7670,72.0312
10.6749,932.50,281.00,193.4588,-4.7670,72.5206
10.6972,933.75,281.00,193.9554,-4.7670,72.2656
10.7169,934.75,280.50,194.3526,-4.5683,72.2862
10.7363,935.50,280.75,194.6505,-4.6676,72.2759
10.7570,937.50,280.75,195.4450,-4.6676,72.2759
10.7762,938.50,280.75,195.8423,-4.6676,72.2759
10.7971,940.00,281.00,196.4381,-4.7670,72.5103
10.8164,940.50,280.75,196.6367,-4.6676,72.2759
10.8391,941.75,280.50,197.1333,-4.5683,72.2759
10.8590,944.50,280.75,198.2257,-4.6676,72.2759
10.8806,945.25,281.00,198.5237,-4.7670,72.2794
10.8990,946.50,280.75,199.0202,-4.6676,72.7551
10.9177,947.50,281.00,199.4175,-4.7670,72.5206
10.9359,948.25,281.25,199.7154,-4.8663,72.5241
10.9562,948.50,281.00,199.8147,-4.7670,72.5206
10.9767,949.25,280.50,200.1127,-4.5683,72.2552
10.9972,949.75,281.00,200.3113,-4.7670,72.2656
11.0184,949.75,280.75,200.3113,-4.6676,72.0174
11.0374,949.25,280.50,200.1127,-4.5683,71.7622
11.0562,949.25,280.50,200.1127,-4.5683,71.7622
11.0792,949.50,280.50,200.2120,-4.5683,72.0069
11.0983,949.25,280.50,200.1127,-4.5683,71.7622
11.1167,949.50,280.25,200.2120,-4.4690,71.7726
11.1352,949.25,280.25,200.1127,-4.4690,72.0103
11.1542,949.25,280.25,200.1127,-4.4690,72.0174
11.1730,949.25,280.50,200.1127,-4.5683,71.7622
11.1936,949.25,280.25,200.1127,-4.4690,72.0103
11.2136,949.75,280.00,200.3113,-4.3697,71.7901
11.2343,949.25,279.50,200.1127,-4.1711,71.7867
11.2531,949.75,279.75,200.3113,-4.2704,71.0176
11.2723,949.75,279.25,200.3113,-4.0718,71.5175
11.2906,949.25,279.50,200.1127,-4.1711,70.7871
11.4243,949.75,279.25,200.3113,-4.0718,71.5175
11.5049,949.25,278.25,200.1127,-3.6745,72.0313
11.5280,949.50,278.50,200.2120,-3.7738,72.5173
11.5518,949.25,278.50,200.1127,-3.7738,72.7621
11.5704,949.75,278.00,200.3113,-3.5752,73.2620
11.5897,949.25,278.00,200.1127,-3.5752,73.2620
11.6088,949.50,277.75,200.2120,-3.4759,73.2653
11.6315,949.50,278.50,200.2120,-3.7738,73.5102
11.6509,949.75,278.00,200.3113,-3.5752,73.7618
11.6720,949.75,278.00,200.3113,-3.5752,73.7618
11.6943,950.00,277.50,200.4106,-3.3766,73.5068
11.7134,949.50,277.50,200.2120,-3.3766,73.5169
11.7350,949.50,277.50,200.2120,-3.3766,74.0068
11.7545,949.75,277.75,200.3113,-3.4759,74.0169
11.7746,950.00,277.25,200.4106,-3.2773,74.2719
11.7969,950.00,277.25,200.4106,-3.2773,74.2719
11.8179,949.50,277.00,200.2120,-3.1780,74.5200
11.8366,949.75,277.00,200.3113,-3.1780,74.7617
11.8547,949.75,277.00,200.3113,-3.1780,74.2751
11.8730,949.75,277.00,200.3113,-3.1780,74.7617
11.8925,950.00,276.75,200.4106,-3.0787,74.7717
11.9144,949.50,277.00,200.2120,-3.1780,74.5200
11.9334,949.50,276.50,200.2120,-2.9793,75.0198
11.9542,949.50,276.50,200.2120,-2.9793,75.0198
11.9756,949.50,276.50,200.2120,-2.9793,75.0198
11.9972,949.50,276.50,200.2120,-2.9793,75.0198
12.0161,950.00,276.00,200.4106,-2.7807,75.0199
12.0347,950.25,276.00,200.5099,-2.7807,74.7885
12.0538,949.75,276.00,200.3113,-2.7807,74.7617
12.0741,949.75,276.00,200.3113,-2.7807,75.2683
12.0979,950.25,276.00,200.5099,-2.7807,74.7885
12.1173,950.00,275.75,200.4106,-2.6814,74.7717
12.1370,950.00,276.00,200.4106,-2.7807,75.5100
12.1589,950.00,275.75,200.4106,-2.6814,75.2749
12.1805,950.25,275.50,200.5099,-2.5821,75.7615
12.1997,949.75,275.50,200.3113,-2.5821,75.7681
12.2189,950.00,275.50,200.4106,-2.5821,76.0099
12.2412,949.75,275.00,200.3113,-2.3835,75.7846
12.2640,949.75,275.25,200.3113,-2.4828,76.0230
12.2851,949.75,275.00,200.3113,-2.3835,76.2679
12.3068,949.75,275.00,200.3113,-2.3835,76.2679
12.3284,950.25,275.00,200.5099,-2.3835,75.7649
12.3476,949.75,274.00,200.3113,-1.9862,76.2647
12.3678,949.75,274.25,200.3113,-2.0855,76.0164
12.3890,949.75,274.00,200.3113,-1.9862,76.7614
12.4103,950.00,273.75,200.4106,-1.8869,76.7614
12.4335,950.00,273.75,200.4106,-1.8869,76.2713
12.4537,949.50,273.25,200.2120,-1.6883,76.7743
12.4748,950.00,273.25,200.4106,-1.6883,77.2742
12.4978,949.75,273.00,200.3113,-1.5890,77.2903
12.5163,949.75,272.75,200.3113,-1.4897,77.5161
12.5358,950.00,273.75,200.4106,-1.8869,76.7874
12.5571,950.00,273.50,200.4106,-1.7876,77.0292
12.5766,950.00,273.25,200.4106,-1.6883,77.2742
12.5981,950.00,273.25,200.4106,-1.6883,77.2742
12.6205,950.25,273.00,200.5099,-1.5890,77.2613
12.6390,950.25,272.75,200.5099,-1.4897,77.5161
12.6583,950.50,272.75,200.6092,-1.4897,77.2710
12.6802,950.25,272.50,200.5099,-1.3904,77.7612
12.7013,950.25,272.75,200.5099,-1.4897,77.5161
12.7205,950.25,272.50,200.5099,-1.3904,77.7612
12.7423,950.25,272.50,200.5099,-1.3904,77.7612
12.7638,950.25,272.50,200.5099,-1.3904,77.7612
12.7825,950.25,272.00,200.5099,-1.1917,78.2611
12.8045,950.25,272.00,200.5099,-1.1917,78.2611
12.8242,950.25,272.25,200.5099,-1.2910,78.0160
12.8460,950.25,271.25,200.5099,-0.8938,78.0160
12.8660,950.50,272.25,200.6092,-1.2910,78.2739
12.8853,950.75,271.75,200.7085,-1.0924,78.5096
12.9036,950.50,271.25,200.6092,-0.8938,78.2835
12.9223,950.50,271.00,200.6092,-0.7945,78.5255
12.9417,950.50,271.00,200.6092,-0.7945,78.5255
12.9641,950.50,271.00,200.6092,-0.7945,78.5255
12.9830,950.50,271.00,200.6092,-0.7945,78.5255
13.0044,950.50,271.00,200.6092,-0.7945,78.5255
13.0236,950.50,271.00,200.6092,-0.7945,79.0158
13.0444,950.50,271.00,200.6092,-0.7945,79.0158
13.0634,950.50,270.50,200.6092,-0.5959,79.0253
13.0831,950.50,270.75,200.6092,-0.6952,79.2705
13.1031,950.25,270.50,200.5099,-0.5959,79.2735
13.1214,950.25,270.50,200.5099,-0.5959,79.2735
13.1401,950.25,270.25,200.5099,-0.4966,79.0284
13.1618,950.50,270.25,200.6092,-0.4966,79.2642
13.1804,950.50,270.00,200.6092,-0.3972,79.5063
13.2011,950.25,270.25,200.5099,-0.4966,79.5095
13.2204,950.75,269.50,200.7085,-0.1986,79.7610
13.2403,950.75,269.75,200.7085,-0.2979,80.0093
13.2606,950.50,269.50,200.6092,-0.1986,79.5157
13.2804,950.25,269.50,200.5099,-0.1986,79.7610
13.2993,950.50,269.75,200.6092,-0.2979,80.2547
13.3187,950.75,269.25,200.7085,-0.0993,80.0156
13.3389,950.50,269.25,200.6092,-0.0993,80.2609
13.3575,950.50,269.00,200.6092,-0.0000,80.5062
13.3763,950.75,269.00,200.7085,-0.0000,80.2609
13.3976,950.50,269.25,200.6092,-0.0993,80.2734
13.4174,950.50,269.25,200.6092,-0.0993,80.2734
13.4414,950.75,268.75,200.7085,0.0993,80.0406
13.4644,951.00,268.25,200.8078,0.2979,80.2702
13.4874,951.00,268.25,200.8078,0.2979,80.2702
13.5070,950.75,268.00,200.7085,0.3972,80.7608
13.5254,950.75,268.00,200.7085,0.3972,80.7608
13.5500,950.75,268.00,200.7085,0.3972,80.7608
13.5687,950.75,268.00,200.7085,0.3972,80.7608
13.5882,951.00,267.75,200.8078,0.4966,80.7701
13.6080,950.75,267.75,200.7085,0.4966,81.0154
13.6317,951.00,267.25,200.8078,0.6952,81.2546
13.6502,950.75,267.00,200.7085,0.7945,81.2608
13.6697,950.75,267.50,200.7085,0.5959,81.2607
13.6915,950.50,267.00,200.6092,0.7945,81.0154
13.7133,950.75,267.25,200.7085,0.6952,81.5153
13.7333,951.00,266.75,200.8078,0.8938,81.2822
13.7570,951.00,266.75,200.8078,0.8938,81.7546
13.7771,951.00,266.75,200.8078,0.8938,81.7699
13.7981,951.00,266.75,200.8078,0.8938,81.7699
13.8178,951.00,266.25,200.8078,1.0924,82.2697
13.8372,951.00,266.00,200.8078,1.1917,82.0244
13.8576,950.75,266.00,200.7085,1.1917,82.2697
13.8808,951.00,266.00,200.8078,1.1917,82.0244
13.9014,950.75,266.00,200.7085,1.1917,82.2697
13.9227,950.50,265.75,200.6092,1.2910,82.2728
